evento_id,resultado_numero,sigla,nome_evento,nome_scholar,h5,h5_median,qualis
659,10,ICPR,International Conference on Pattern Recognition,International Conference on Computing and Pattern Recognition,9,10,A1
659,11,ICPR,International Conference on Pattern Recognition,International Conference on Wavelet Analysis and Pattern Recognition,6,6,A1
659,12,ICPR,International Conference on Pattern Recognition,"International Conference on Image Processing, Machine Learning and Pattern Recognition",2,58,A1
660,1,ICRA,IEEE International Conference on Robotics and Automation,IEEE International Conference on Robotics and Automation,129,192,A1
660,2,ICRA,IEEE International Conference on Robotics and Automation,"IEEE International Conference on Automation, Quality and Testing, Robotics, AQTR",13,19,A1
661,1,ICRAE,International Conference on Robotics and Automation Engineering,"International Conference on Automation, Control and Robotics Engineering",14,17,B2
661,2,ICRAE,International Conference on Robotics and Automation Engineering,International Conference on Robotics and Automation Engineering,11,17,B2
661,3,ICRAE,International Conference on Robotics and Automation Engineering,"International Conference on Robotics, Control and Automation Engineering",9,13,B2
661,4,ICRAE,International Conference on Robotics and Automation Engineering,"International Conference on Automation, Robotics and Computer Engineering",5,7,B2
661,5,ICRAE,International Conference on Robotics and Automation Engineering,"International Conference on Industrial Automation, Robotics and Control Engineering",4,6,B2
662,1,ICRC,IEEE International Conference on Rebooting Computing,IEEE International Conference on Rebooting Computing,NULL,NULL,A4
663,1,ICRES,International Conference on Robot Ethics and Standards,International Conference on Robot Ethics and Standards,NULL,NULL,B4
664,1,ICS,International Conference on Supercomputing,International Conference on Supercomputing (ICS),25,37,A3
665,1,ICSC,International Conference on Semantic Computing,IEEE International Conference on Semantic Computing,20,29,A3
666,1,ICSE,International Conference on Software Engineering,ACM/IEEE International Conference on Software Engineering,98,149,A1
666,2,ICSE,International Conference on Software Engineering,IEEE/ACM International Conference on Automated Software Engineering (ASE),57,81,A1
666,3,ICSE,International Conference on Software Engineering,ACM International Conference on Software Engineering: Software Engineering in Practice,34,54,A1
666,4,ICSE,International Conference on Software Engineering,International Conference on Evaluation and Assessment in Software Engineering,31,52,A1
666,5,ICSE,International Conference on Software Engineering,International Conference on Computer Science and Software Engineering,23,36,A1
666,6,ICSE,International Conference on Software Engineering,International Conference on Agile Processes in Software Engineering and Extreme Programming (XP),23,35,A1
666,7,ICSE,International Conference on Software Engineering,ACM International Conference on Software Engineering: Software Engineering Education and Training,23,32,A1
666,8,ICSE,International Conference on Software Engineering,ACM/IEEE International Conference on Software Engineering: New Ideas and Emerging Results,21,32,A1
666,9,ICSE,International Conference on Software Engineering,International Working Conference on Requirements Engineering: Foundation for Software Quality,20,31,A1
666,10,ICSE,International Conference on Software Engineering,ACM International Conference on AI Engineering–Software Engineering for,19,23,A1
666,11,ICSE,International Conference on Software Engineering,International Conference on Big Data & Artificial Intelligence & Software Engineering,16,25,A1
666,12,ICSE,International Conference on Software Engineering,International Conference on Software Engineering and Information Management,16,22,A1
666,13,ICSE,International Conference on Software Engineering,"International Conference on Advanced Electronic Materials, Computers and Software Engineering",14,26,A1
666,14,ICSE,International Conference on Software Engineering,International Conference on Software Engineering and Knowledge Engineering (SEKE),14,21,A1
666,15,ICSE,International Conference on Software Engineering,IEEE International Conference on Software Engineering and Service Science,14,19,A1
666,16,ICSE,International Conference on Software Engineering,International Conference on Model-Driven Engineering and Software Development,14,17,A1
666,17,ICSE,International Conference on Software Engineering,International Conference on Software Engineering & Computer Systems,13,16,A1
666,18,ICSE,International Conference on Software Engineering,"ACIS International Conference on Software Engineering Research, Management & Applications",12,22,A1
666,19,ICSE,International Conference on Software Engineering,"ACIS International Conference on Software Engineering, Artificial Intelligence, Networking, and Parallel/Distributed Computing",11,16,A1
666,20,ICSE,International Conference on Software Engineering,IEEE International Conference on Information Communication and Software Engineering,10,14,A1
667,1,ICSEA-IARIA,IARIA International Conference on Software Engineering Advances,IARIA International Conference on Software Engineering Advances,NULL,NULL,B4
668,1,ICSESS,International Conference on Software Engineering and Service Science,IEEE International Conference on Software Engineering and Service Science,14,19,A4
669,1,ICSEW,International Conference on Software Engineering Workshops,International Conference on Software Engineering Workshops,NULL,NULL,B3
670,1,ICSI,International Conference on Swarm Intelligence,International Conference on Advances in Swarm Intelligence,13,17,A4
671,1,ICSIP,IEEE International Conference on Signal and Image Processing,IEEE International Conference on Signal and Image Processing Applications,9,13,A4
672,1,ICSLE,International Conference on Smart Learning Environments,International Conference on Smart Learning Environments,NULL,NULL,B3
673,1,ICSME,IEEE International Conference on Software Maintenance and Evolution,IEEE International Conference on Software Maintenance and Evolution,35,48,A2
674,1,ICSOB,International Conference on Software Business,International Conference on Software Business (ICSOB),13,17,B2
675,1,ICSOC,International Conference on Service Oriented Computing,International Conference on Service Oriented Computing,21,31,A3
676,1,ICSOFT,International Conference on Software Technologies,International Joint Conference on Software Technologies (ICSOFT),14,19,B2
677,1,ICSPCEC,"International Conference on Signal Processing, Communication, Power and Embedded System","International Conference on Signal Processing, Communication, Power and Embedded System",2,5,A4
678,1,ICSR,International Conference on Software Reuse,International Conference on Software Reuse,NULL,NULL,B1
679,1,ICST,International Conference on Sensing Technology,IEEE International Conference on Aerospace Electronics and Remote Sensing Technology,7,8,B1
679,2,ICST,International Conference on Sensing Technology,International Conference on Sensing Technology,5,6,B1
679,3,ICST,International Conference on Sensing Technology,International Conference on Geographic Information and Remote Sensing Technology,3,4,B1
680,1,ICSTV,"IEEE International Conference on Software Testing, Verification and Validation","IEEE International Conference on Software Testing, Verification and Validation (ICST)",34,51,A2
681,1,ICSTW,"IEEE International Conference on Software Testing, Verification and Validation Workshops","IEEE International Conference on Software Testing, Verification and Validation Workshops",NULL,NULL,B3
682,1,ICT,International Conference on Telecommunications,IEEE International Conference on Telecommunications (ICT),15,19,A3
683,1,ICTAC,International Colloquium on Theoretical Aspects of Computing,International Colloquium on Theoretical Aspects of Computing,11,16,A4
684,1,ICTAI,IEEE International Conference on Tools with Artificial Intelligence,IEEE International Conference on Tools with Artificial Intelligence (ICTAI),26,35,A3
685,1,ICTC,International Conference on Information and Communication Technology Convergence,International Conference on Information and Communication Technology Convergence,NULL,NULL,A3
686,1,ICTCS,Italian Conference on Theoretical Computer Science,Italian Conference on Theoretical Computer Science,8,10,B3
687,1,ICTIR,Conference on the Theory of Information Retrieval,Conference on the Theory of Information Retrieval,NULL,NULL,A4
688,1,ICTON,International Conference on Transparent Optical Networks,International Conference on Transparent Optical Networks,18,22,A4
689,1,ICTSS,IFIP International Conference on Testing Software and Systems,IFIP International Conference on Testing Software and Systems,NULL,NULL,B2
690,1,ICUAS,International Conference on Unmanned Aircraft Systems,International Conference on Unmanned Aircraft Systems,29,44,A2
691,1,ICUMT,International Conference on Ultra Modern Telecommunications,International Conference on Ultra Modern Telecommunications (ICUMT),16,26,A4
692,1,ICVIIP,International Conference on Visualization: Imaging and Image Processing,International Conference on Visualization: Imaging and Image Processing,NULL,NULL,B4
693,1,ICVR,International Conference on Virtual Rehabilitation,International Conference on Virtual Rehabilitation (ICVR),12,14,B1
694,1,ICVRV,International Conference on Virtual Reality and Visualization,International Conference on Virtual Reality and Visualization,7,11,B3
695,1,ICVS,International Conference on Computer Vision Systems,International Conference on Intelligent Systems and Computer Vision,18,31,B2
696,1,ICWE,International Conference on Web Engineering,International Conference on Web Engineering (ICWE),15,26,A3
697,1,ICWL,International Conference on Web-Based Learning,International Conference on Web-Based Learning (ICWL),10,13,B3
698,1,ICWN,International Conference on Wireless Networks,INTERNATIONAL CONFERENCE ON EMBEDDED WIRELESS SYSTEMS AND NETWORKS,16,21,A4
698,2,ICWN,International Conference on Wireless Networks,International Conference on Mobile Networks and Wireless Communications,15,24,A4
698,3,ICWN,International Conference on Wireless Networks,International Conference on Wireless Networks and Mobile Communications,11,15,A4
699,1,ICWS,IEEE International Conference on Web Services,IEEE International Conference on Web Services,23,35,A3
700,1,ICWSM,International AAAI Conference on Web and Social Media,International AAAI Conference on Web and Social Media,NULL,NULL,A1
701,1,IDC,International Symposium on Intelligent Distributed Computing,International Symposium on Intelligent and Distributed Computing,8,14,B2
702,1,IDCS,International Conference on Internet and Distributed Computing Systems,International Conference on Internet and Distributed Computing Systems,NULL,NULL,B3
703,1,IDEAS,International Database Engineering and Applications Symposium,International Database Engineering and Applications Symposium,NULL,NULL,A4
704,1,IEAAIE,International Conference on Industrial Engineering & Other Applications of Appled Intelligence Systems,International Conference on Industrial Engineering & Other Applications of Appled Intelligence Systems,NULL,NULL,B1
705,1,IECON,Annual Conference of the IEEE Industrial Electronics Society,IEEE Annual Conference of the Industrial Electronics Society,27,31,A2
706,1,IEEE IST,IEEE International Conference on Imaging Systems and Techniques,IEEE International Conference on Imaging Systems and Techniques,NULL,NULL,B4
707,1,IEEE NANO,IEEE Conference on Nanotechnology,IEEE International Conference on Nanotechnology (IEEE-NANO),12,16,B2
708,1,IEEE VIS,IEEE Visualization,IEEE Transactions on Visualization and Computer Graphics,94,132,A1
708,2,IEEE VIS,IEEE Visualization,IEEE Visualization Conference,23,32,A1
708,3,IEEE VIS,IEEE Visualization,IEEE Pacific Visualization Symposium,19,36,A1
709,1,IEEECloudS,IEEE Cloud Summit,IEEE Cloud Summit,NULL,NULL,B4
710,1,IEEEISWC,IEEE International Symposium on Wearable Computers,IEEE International Symposium on Wearable Computers,18,32,A3
711,1,IEEENANO,International Conference on Nanotechnology,IEEE International Conference on Nanotechnology (IEEE-NANO),12,16,B2
712,1,IEEESCC,IEEE International Conference on Services Computing,IEEE International Conference on Services Computing,19,24,B4
713,1,IESS,IFIP International Embedded Systems Symposium,IFIP International Embedded Systems Symposium,NULL,NULL,B2
714,1,IESTEC,"International Engineering, Sciences and Technology Conference","International Conference on Engineering, Applied Sciences, and Technology",13,19,B2
714,2,IESTEC,"International Engineering, Sciences and Technology Conference","International Engineering, Sciences and Technology Conference",5,7,B2
715,1,IFAC,World Congress of the International Federation of Automatic Control,World Congress of the International Federation of Automatic Control,NULL,NULL,A1
716,1,IFIPIoT,IFIP International Internet of Things Conference,IFIP International Internet of Things Conference.,10,16,B4
717,1,IFIPISC,IFIP International Information Security Conference,IFIP International Information Security Conference,NULL,NULL,B2
718,1,IFM,International Conference on Integrated Formal Methods,International Conference on Integrated Formal Methods,NULL,NULL,A3
719,1,IFSA,World Congress of International Fuzzy Systems Association,World Congress of International Fuzzy Systems Association,NULL,NULL,B2
720,1,IGSC,International Green and Sustainable Computing Conference,"International Conference on Green Energy, Computing and Sustainable Technology",13,17,B1
721,1,IH&MMSec,ACM Workshop on Information Hiding and Multimedia Security,ACM Workshop on Information Hiding and Multimedia Security,20,34,A3
722,1,IHC,Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais,Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais (IHC),5,7,A3
723,1,IHM,Conférence Francophone sur l’Interaction Homme-Machine,Conférence Francophone sur l’Interaction Homme-Machine,NULL,NULL,B4
724,1,IIH-MSP,International Conference on Intelligent Information Hiding and Multimedia Signal Processing,International Conference on Intelligent Information Hiding and Multimedia Signal Processing,NULL,NULL,B3
725,1,IISA,"International Conference on Information, Intelligence, Systems and Applications","International Conference on Information, Intelligence, Systems and Applications",NULL,NULL,A4
726,1,IISWC,IEEE International Symposium on Workload Characterization,IEEE International Symposium on Workload Characterization,22,43,A3
727,1,IIWAS,International Conference on Information Integration and Web-based Applications & Services,International Conference on Information Integration and Web-based Applications & Services (IIWAS),12,19,B1
728,1,IJCAI,International Joint Conference on Artificial Intelligence,International Joint Conference on Artificial Intelligence (IJCAI),136,207,A1
729,1,IJCAR,International Joint Conference on Automated Reasoning,International Joint Conference on Automated Reasoning,NULL,NULL,A3
730,1,IJCCI,International Joint Conference on Computational Intelligence,International Joint Conference on Computational Intelligence,13,16,B1
731,1,IJCNLP,International Joint Conference on Natural Language Processing,International Joint Conference on Natural Language Processing (IJCNLP),41,77,A2
732,1,IJCNN,IEEE International Joint Conference on Neural Networks,IEEE International Joint Conference on Neural Networks,NULL,NULL,A1
733,1,ILA,Interaction Latin America,Interaction Latin America,NULL,NULL,B4
734,1,ILP,International Conference on Inductive Logic Programming,International Conference on Inductive Logic Programming,NULL,NULL,B2
735,1,IM,IFIP/IEEE International Symposium on Integrated Network Management,IFIP/IEEE International Symposium on Integrated Network Management,19,28,A3
736,1,IMBSA,International Symposium on Model-Based Safety and Assessment,International Symposium on Model-Based Safety and Assessment,NULL,NULL,B3
737,1,IMC,ACM Internet Measurement Conference,ACM on Internet Measurement Conference,43,75,A1
738,1,IMCOM,International Conference on Ubiquitous Information Management and Communication,International Conference on Ubiquitous Information Management and Communication,NULL,NULL,B1
739,1,IMIS,International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing,International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing,11,12,B1
740,1,IMOC,SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference,SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference,NULL,NULL,B3
741,1,INCOS,International Conference on Intelligent Networking and Collaborative Systems,International Conference on Intelligent Networking and Collaborative Systems (INCoS),10,18,A4
742,1,INDIN,IEEE International Conference on Industrial Informatics,IEEE International Conference on Industrial Informatics,20,25,A3
743,1,INDOCRYPT,International Conference on Cryptology in India,International Conference on Cryptology in India (INDOCRYPT),17,32,B1
744,1,INDUSCON,International Conference on Industry Applications,International Conference on Innovative Mechanisms for Industry Applications,26,53,B1
744,2,INDUSCON,International Conference on Industry Applications,IEEE International Conference on Industry Applications,12,15,B1
745,1,INFOCOM,IEEE International Conference on Computer Communications,IEEE International Conference on Computer Communications (INFOCOM),80,112,A1
746,1,InfoVis,IEEE Information Visualization,IEEE Information Visualization,NULL,NULL,B4
747,1,INLG,International Natural Language Generation conference,International Conference on Natural Language Generation,25,62,A3
747,2,INLG,International Natural Language Generation conference,International Conference on Natural Language Generation,6,9,A3
748,1,INOC,International Network Optimization Conference,International Network Optimization Conference,NULL,NULL,B4
749,1,INSCIT,"International Symposium on Instrumentation Systems, Circuits and Transducers","International Symposium on Instrumentation Systems, Circuits and Transducers",4,6,B3
750,1,INTECH,International Conference on Innovative Computing Technology,International Conference on Innovative Computing Technology,NULL,NULL,A4
751,1,INTELLISYS,SAI Intelligent Systems Conference,SAI Intelligent Systems Conference,23,39,A4
752,1,INTERACT,IFIP TC 13 International Conference on Human-Computer Interaction,IFIP TC 13 International Conference on Human-Computer Interaction,NULL,NULL,A3
753,1,INTERSPEECH,Conference of the International Speech Communication Association,Conference of the International Speech Communication Association (INTERSPEECH),112,160,A1
754,1,INTESA,INTelligent Embedded Systems Architectures and Applications Workshop,INTelligent Embedded Systems Architectures and Applications Workshop,NULL,NULL,B3
755,1,IOLTS,IEEE International On-Line Testing Symposium,IEEE International On-Line Testing Symposium,16,26,B1
756,1,IoTAAL,Workshop on Internet of Things for Ambient Assisted Living,Workshop on Internet of Things for Ambient Assisted Living,NULL,NULL,B4
757,1,IoTBDS,International Conference on Internet of Things and Big Data and Security,International Conference on Internet of Things and Big Data and Security,NULL,NULL,A4
758,1,IOTSMS,"International Conference on Internet of Things: Systems, Management and Security","International Conference on Internet of Things: Systems, Management and Security",14,21,B2
759,1,IPAW,International Provenance and Annotation Workshop,International Provenance and Annotation Workshop,NULL,NULL,B2
760,1,IPCCC,"International Performance, Computing, and Communications Conference","IEEE International Performance, Computing, and Communications Conference, IPCCC",15,27,A4
761,1,IPCO,Conference on Integer Programming and Combinatorial Optimization,Conference on Integer Programming and Combinatorial Optimization,NULL,NULL,A3
762,1,IPCVWC,"International Conference on Image Processing, Computer Vision, and Pattern Recognition","International Conference on Image Processing, Computer Vision, and Pattern Recognition",NULL,NULL,B3
763,1,IPDLN,International Population Data Linkage Network,International Population Data Linkage Network,NULL,NULL,B4
764,1,IPDPS,IEEE International Parallel & Distributed Processing Symposium,IEEE International Symposium on Parallel & Distributed Processing,41,55,A1
765,1,IPDPSW,IEEE International Parallel & Distributed Processing Symposium Workshops,IEEE International Parallel & Distributed Processing Symposium Workshops,NULL,NULL,B3
766,1,IPEC,International Symposium on Parameterized and Exact Computation,International Symposium on Parameterized and Exact Computation,NULL,NULL,B1
767,1,IPMU,International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems,International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems,16,20,B1
768,1,IPSN,International Conference on Information Processing in Sensor Networks,International Conference on Information Processing in Sensor Networks,NULL,NULL,A2
769,1,IRC,IEEE International Conference on Robotic Computing,IEEE International Conference on Robotic Computing,16,27,A4
770,1,IRI,IEEE International Conference on Information Reuse and Integration,IEEE International Conference on Information Reuse and Integration,22,28,A3
771,1,IRIS,IEEE International Symposium on Robotics and Intelligent Sensors,IEEE International Symposium on Robotics and Intelligent Sensors,NULL,NULL,B2
772,1,IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,IEEE/RSJ International Conference on Intelligent Robots and Systems,92,137,A1
773,1,ISAAC,International Symposium on Algorithms and Computation,International Symposium on Algorithms and Computation,17,21,A4
774,1,ISADS,International Symposium on Autonomous Decentralized Systems,International Symposium on Autonomous Decentralized Systems,NULL,NULL,B4
775,1,ISAM,IEEE International Symposium on Assembly and Manufacturing,IEEE International Symposium on Assembly and Manufacturing,NULL,NULL,B2
776,1,ISAmI,International Symposium on Ambient Intelligence,International Symposium on Ambient Intelligence,11,12,B3
777,1,ISAP,International Conference on Intelligent System Applications to Power Systems,International Conference on Intelligent System Applications to Power Systems,NULL,NULL,B2
778,1,ISAS,International Static Analysis Symposium,International Static Analysis Symposium,NULL,NULL,A3
779,1,ISBI,IEEE International Symposium on Biomedical Imaging,IEEE International Symposium on Biomedical Imaging: From Nano to Macro,52,72,A1
780,1,ISBRA,International Symposium on Bioinformatics Research and Applications,International Symposium on Bioinformatics Research and Applications,NULL,NULL,B1
781,1,ISC,International Supercomputing Conference,International Conference on Supercomputing (ICS),25,37,A3
782,1,ISC2,IEEE International Smart Cities Conference,IEEE International Smart Cities Conference,NULL,NULL,A3
783,1,ISCA,International Symposium on Computer Architecture,International Symposium on Computer Architecture (ISCA),64,103,A1
784,1,ISCAS,IEEE International Symposium on Circuits and Systems,IEEE International Symposium on Circuits and Systems,40,57,A1
784,2,ISCAS,IEEE International Symposium on Circuits and Systems,IEEE International Midwest Symposium on Circuits and Systems (MWSCAS),20,26,A1
784,3,ISCAS,IEEE International Symposium on Circuits and Systems,IEEE International Symposium on Design and Diagnostics of Electronic Circuits & Systems,12,15,A1
785,1,ISCC,International Symposium on Computers and Communications,"International Symposium on Networks, Computers and Communications",23,29,A2
786,1,ISCIS,International Symposium on Computer and Information Sciences,International Symposium on Computer and Information Sciences,NULL,NULL,A3
787,1,ISCO,International Symposium on Combinatorial Optimization,International Symposium on Combinatorial Optimization,NULL,NULL,B3
788,1,ISCRAM,International Conference on Information Systems for Crisis Response and Management,International Conference on Information Systems for Crisis Response and Management,16,27,A4
789,1,ISD,International Conference on Information Systems Development,International Conference on Information Systems Development,9,15,B1
790,1,ISDA,International Conference on Intelligent Systems Design and Applications,International Conference on Intelligent Systems Design and Applications,16,28,B1
791,1,ISEA,International Symposium on Electronic Arts,International Symposium on Electronic Arts,NULL,NULL,B4
792,1,ISeC,International Conference on Information Security,International Conference on The Theory and Application of Cryptology and Information Security (ASIACRYPT),53,73,B2
792,2,ISeC,International Conference on Information Security,International Conference on Information Systems Security and Privacy,19,32,B2
792,3,ISeC,International Conference on Information Security,"International Conference on Networking, Information Systems & Security",17,25,B2
792,4,ISeC,International Conference on Information Security,"International Conference on Quality Management, Transport and Information Security, Information Technologies",16,21,B2
792,5,ISeC,International Conference on Information Security,International Conference on Signal Processing and Information Security,14,21,B2
792,6,ISeC,International Conference on Information Security,International Conference on Information and Communications Security,14,20,B2
792,7,ISeC,International Conference on Information Security,International Conference on Information Security,14,18,B2
792,8,ISeC,International Conference on Information Security,International Conference on Information Security and Cryptology,12,16,B2
792,9,ISeC,International Conference on Information Security,International Conference on Blockchain Technology and Information Security,11,16,B2
792,10,ISeC,International Conference on Information Security,International Conference on Computational Intelligence in Security for Information Systems,10,20,B2
792,11,ISeC,International Conference on Information Security,International Conference on Information Systems Security,7,20,B2
792,12,ISeC,International Conference on Information Security,International Conference on Cyber Security and Information Engineering,4,6,B2
792,13,ISeC,International Conference on Information Security,"International Conference on Computer Simulation and Modeling, Information Security",3,3,B2
793,1,ISECON,Information Systems Education Conference,IEEE International Conference on Information Systems and Computer Aided Education,15,25,B2
794,1,ISER,International Symposium on Experimental Robotics,International Symposium on Experimental Robotics,12,34,A3
795,1,ISGT,IEEE PES Innovative Smart Grid Technologies,IEEE PES Innovative Smart Grid Technologies (ISGT),26,33,A3
796,1,ISGT-Europe,IEEE PES Innovative Smart Grid Technologies Conference Europe,IEEE PES Innovative Smart Grid Technologies Conference Europe,22,30,A3
797,1,ISGT-LA,IEEE PES Innovative Smart Grid Technologies Latin America,IEEE PES Innovative Smart Grid Technologies Conference Latin America,10,13,B2
798,1,ISI,IEEE International Conference on Intelligence and Security Informatics,IEEE International Conference on Intelligence and Security Informatics,17,29,A3
799,1,ISIE,IEEE International Symposium on Industrial Electronics,IEEE International Symposium on Industrial Electronics,24,35,A3
800,1,ISLPED,International Symposium on Low Power Electronics and Design,ACM/IEEE International Symposium on Low Power Electronics and Design,19,26,A3
801,1,ISM,IEEE International Symposium on Multimedia,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",22,35,A3
801,2,ISM,IEEE International Symposium on Multimedia,IEEE International Symposium on Multimedia,14,27,A3
801,3,ISM,IEEE International Symposium on Multimedia,IEEE International Symposium on Broadband Multimedia Systems and Broadcasting,14,19,A3
802,1,ISMAR,IEEE International Symposium on Mixed and Augmented Reality,IEEE International Symposium on Mixed and Augmented Reality,37,53,A2
803,1,ISMB/ECCB,Intelligent Systems for Molecular Biology / European Conference on Computational Biology,Intelligent Systems for Molecular Biology / European Conference on Computational Biology,NULL,NULL,B3
804,1,ISMCR,International Symposium on Measurement and Control in Robotics,International Symposium on Measurement and Control in Robotics,NULL,NULL,B4
805,1,ISMEM,International Symposium on Memory Management,International Symposium on Memory Management,NULL,NULL,B2
806,1,ISMIR,International Society for Music Information Retrieval Conference,International Society for Music Information Retrieval Conference,42,70,A1
807,1,ISMIS,International Symposium on Methodologies for Intelligent Systems,International Symposium on Methodologies for Intelligent Systems,NULL,NULL,B2
808,1,ISMM,International Symposium on Mathematical Morphology,International Symposium on Mathematical Morphology,NULL,NULL,B1
809,1,ISMR,International Symposium on Medical Robotics,International Symposium on Medical Robotics,16,20,B1
810,1,ISMSI,"International Conference on Intelligent Systems, Metaheuristics & Swarm Intelligence","International Conference on Intelligent Systems, Metaheuristics & Swarm Intelligence",NULL,NULL,B3
811,1,ISMVL,IEEE International Symposium on Multiple-Valued Logic,IEEE International Symposium on Multiple-Valued Logic (ISMVL),13,20,B1
812,1,ISNN,International Symposium on Neural Networks,International Symposium on Neural Networks,NULL,NULL,A4
813,1,ISOLA,"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation","International Symposium On Leveraging Applications of Formal Methods, Verification and Validation",22,29,A3
814,1,ISORC,IEEE International Symposium on RealTime Distributed Computing,IEEE International Symposium on Object Oriented Real-Time Distributed Computing,12,17,A4
815,1,ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software,IEEE International Symposium on Performance Analysis of Systems and Software,24,32,A3
816,1,ISPD,ACM International Symposium on Physical Design,ACM International Symposium on Physical Design,NULL,NULL,A3
817,1,ISPDC,International Symposium on Parallel and Distributed Computing,International Symposium on Parallel and Distributed Computing,8,9,B2
818,1,ISQED,International Symposium on Quality Electronic Design,International Symposium on Quality Electronic Design,22,29,A4
819,1,ISR,IEEE International Conference on Intelligence and Safety for Robotics,IEEE International Conference on Intelligence and Safety for Robotics,NULL,NULL,B3
820,1,ISRR,International Symposium on Robotics Research,International Symposium on Robotics Research,NULL,NULL,B3
821,1,ISS,ACM International Conference on Interactive Surfaces and Spaces,ACM International Conference on Interactive Surfaces and Spaces,NULL,NULL,A3
822,1,ISSA,Information Security for South Africa,Information Security for South Africa,NULL,NULL,B4
823,1,ISSCC,IEEE International Solid-State Circuits Conference,IEEE International Solid-State Circuits Conference,72,102,A1
824,1,ISSI,International Society of Scientometrics and Informetrics Conference,International Society of Scientometrics and Informetrics Conference,NULL,NULL,B2
825,1,ISSRE,IEEE International Symposium on Software Reliability Engineering,IEEE International Symposium on Software Reliability Engineering,NULL,NULL,A3
826,1,ISSREW,IEEE International Symposium on Software Reliability Engineering Workshops,IEEE International Symposium on Software Reliability Engineering Workshops,NULL,NULL,B3
827,1,ISSTA,International Symposium on Software Testing and Analysis,International Symposium on Software Testing and Analysis,50,86,A1
828,1,ISTAR,International i*Workshop,International i*Workshop,NULL,NULL,B4
829,1,ISVC,International Symposium on Visual Computing,International Symposium on Visual Computing,18,29,A4
830,1,ISVLSI,IEEE Computer Society Annual Symposium on VLSI,IEEE Computer Society Annual Symposium on VLSI,23,32,A3
831,1,ISW,Information Security Conference,International Conference on The Theory and Application of Cryptology and Information Security (ASIACRYPT),53,73,A4
831,2,ISW,Information Security Conference,International Conference on Information Systems Security and Privacy,19,32,A4
831,3,ISW,Information Security Conference,Australasian Conference on Information Security and Privacy (ACISP),18,25,A4
831,4,ISW,Information Security Conference,"International Conference on Networking, Information Systems & Security",17,25,A4
831,5,ISW,Information Security Conference,"International Conference on Quality Management, Transport and Information Security, Information Technologies",16,21,A4
831,6,ISW,Information Security Conference,International Conference on Signal Processing and Information Security,14,21,A4
831,7,ISW,Information Security Conference,International Conference on Information and Communications Security,14,20,A4
831,8,ISW,Information Security Conference,International Conference on Information Security,14,18,A4
831,9,ISW,Information Security Conference,International Conference on Information Security and Cryptology,12,16,A4
831,10,ISW,Information Security Conference,International Conference on Blockchain Technology and Information Security,11,16,A4
831,11,ISW,Information Security Conference,International Conference on Computational Intelligence in Security for Information Systems,10,20,A4
831,12,ISW,Information Security Conference,International Conference on Information Systems Security,7,20,A4
831,13,ISW,Information Security Conference,International Conference on Cyber Security and Information Engineering,4,6,A4
831,14,ISW,Information Security Conference,"International Conference on Computer Simulation and Modeling, Information Security",3,3,A4
832,1,ISWC,International Semantic Web Conference,International Semantic Web Conference,36,59,A1
832,2,ISWC,International Semantic Web Conference,International Conference on Semantic Web Applications and Tools for Health Care and Life Sciences,6,10,A1
833,1,ISWCS,International Symposium on Wireless Communication Systems,International Symposium on Wireless Communication Systems,15,23,A3
834,1,ITC,International Test Conference,IEEE International Test Conference,19,23,A4
834,2,ITC,International Test Conference,IEEE International Test Conference in Asia,9,11,A4
834,3,ITC,International Test Conference,IEEE International Conference on Microelectronic Test Structures,5,15,A4
835,1,ITCS,Conference on Innovations in Theoretical Computer Science,Conference on Innovations in Theoretical Computer Science,37,52,A2
836,1,ITDRR,Information Technology in Disaster Risk Reduction,Information Technology in Disaster Risk Reduction,NULL,NULL,B3
837,1,ITHET,International Conference on Information Technology Based Higher Education and Training,International Conference on Information Technology Based Higher Education and Training,8,12,B1
838,1,ITICSE,Conference on Innovation and Technology in Computer Science Education,Joint Conference on Innovation and Technology in Computer Science Education,38,56,A3
839,1,ITNG,International Conference on Information Technology : New Generations,International Conference on Information Technology-New Generations,12,18,B4
840,1,ITP,International Conference on Interactive Theorem Proving,International Conference on Interactive Theorem Proving,15,26,A3
841,1,ITS,International Conference on Intelligent Tutoring Systems,International Conference on Intelligent Tutoring Systems,NULL,NULL,A3
842,1,ITSC,IEEE International Conference on Intelligent Transportation Systems,IEEE International Conference on Intelligent Transportation Systems,NULL,NULL,A1
843,1,ITSS,Interactive Tabletops and Surfaces,Interactive Tabletops and Surfaces,NULL,NULL,B4
844,1,IUI,International Conference on Intelligent User Interfaces,International Conference on Intelligent User Interfaces (IUI),50,90,A1
845,1,IV,International Conference on Information Visualization,International Conference on Information Visualization,15,21,B1
