Sigla,Ano Dados,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Origem Cadastro,Anais,SOL ID,GS ID,DBLP ID
ICCStr,2025,International Conference on Conceptual Structures,,,,,,Qualis 2017-2020,,,,
ICCTCC,2025,"International Conference on Computability Theory, Computability and Complexity",,,,,,Qualis 2017-2020,,,,
ICCV,2025,IEEE International Conference on Computer Vision,,,,,,Qualis 2017-2020,,,,
ICCVW,2025,IEEE International Conference on Computer Vision Workshops,,,,,,Qualis 2017-2020,,,,
ICCW,2025,IEEE International Conference on Communications Workshops,,,,,,Qualis 2017-2020,,,,
ICDAR,2025,International Conference on Document Analysis and Recognition,,,,,,Qualis 2017-2020,,,,
ICDCN,2025,International Conference on Distributed Computing and Networking,,,,,,Qualis 2017-2020,,,,
ICDCS,2025,International Conference on Distributed Computing Systems,,,,,,Qualis 2017-2020,,,,
ICDCSW,2025,International Conference on Distributed Computing Systems Workshops,,,,,,Qualis 2017-2020,,,,
ICDE,2025,IEEE International Conference on Data Engineering,,,,,,Qualis 2017-2020,,,,
ICDF,2025,IFIP International Conference on Digital Forensics,,,,,,Qualis 2017-2020,,,,
ICDIM,2025,International Conference on Digital Information Management,,,,,,Qualis 2017-2020,,,,
ICDIP,2025,International Conference on Digital Image Processing,,,,,,Qualis 2017-2020,,,,
ICDL-EpiRob,2025,IEEE International Conference on Development and Learning and Epigenetic Robotics,,,,,,Qualis 2017-2020,,,,
ICDM,2025,IEEE International Conference on Data Mining,,,,,,Qualis 2017-2020,,,,
ICDMW,2025,IEEE International Conference on Data Mining Workshop,,,,,,Qualis 2017-2020,,,,
ICDT,2025,International Conference on Database Theory,,,,,,Qualis 2017-2020,,,,
ICE-CCN,2025,"International Conference on Emerging Trends in Computing, Communication and Nanotechnology",,,,,,Qualis 2017-2020,,,,
ICEBE,2025,IEEE International Conference on e-Business Engineering,,,,,,Qualis 2017-2020,,,,
ICEC,2025,IFIP International Conference on Entertainment Computing,,,,,,Qualis 2017-2020,,,,
ICECS,2025,"IEEE International Conference on Electronics, Circuits and Systems",,,,,,Qualis 2017-2020,,,,
ICEDEG,2025,International Conference on eDemocracy & eGovernment,,,,,,Qualis 2017-2020,,,,
ICEGOV,2025,International Conference on Theory and Practice of Eletronic Governance,,,,,,Qualis 2017-2020,,,,
ICEIS,2025,International Conference on Enterprise Information Systems,,,,,,Qualis 2017-2020,,,,
ICER,2025,International Computing Education Research,,,,,,Qualis 2017-2020,,,,
ICERI,2025,"International Conference of Education, Research and Innovation",,,,,,Qualis 2017-2020,,,,
ICFCA,2025,International Conference on Formal Concept Analysis,,,,,,Qualis 2017-2020,,,,
ICFEM,2025,International Conference on Formal Engineering Methods,,,,,,Qualis 2017-2020,,,,
ICFHR,2025,International Conference on Frontiers in Handwriting Recognition,,,,,,Qualis 2017-2020,,,,
ICFNDS,2025,International Conference on Future Networks and Distributed Systems,,,,,,Qualis 2017-2020,,,,
ICFP,2025,International Conference on Functional Programming,,,,,,Qualis 2017-2020,,,,
ICGI,2025,International Conference on Grammatical Inference,,,,,,Qualis 2017-2020,,,,
ICGJ,2025,"International Conference on Game Jams, Hackathons, and Game Creation Events",,,,,,Qualis 2017-2020,,,,
ICGSE,2025,IEEE International Conference on Global Software Engineering,,,,,,Qualis 2017-2020,,,,
ICGT,2025,International Conference on Graph Transformation,,,,,,Qualis 2017-2020,,,,
ICHI,2025,IEEE International Conference on Healthcare Informatics,,,,,,Qualis 2017-2020,,,,
ICIAP,2025,International Conference on Image Analysis and Processing,,,,,,Qualis 2017-2020,,,,
ICIAR,2025,International Conference on Image Analysis and Recognition,,,,,,Qualis 2017-2020,,,,
ICIC,2025,International Conference on Intelligent Computing,,,,,,Qualis 2017-2020,,,,
ICICS,2025,International Conference on Information and Communications Security,,,,,,Qualis 2017-2020,,,,
ICICT,2025,International Conference on Information and Computer Technologies,,,,,,Qualis 2017-2020,,,,
ICIDS,2025,International Conference on Interactive Digital Storytelling,,,,,,Qualis 2017-2020,,,,
ICIIECS,2025,"International Conference on Innovations in Information, Embedded and Communication Systems",,,,,,Qualis 2017-2020,,,,
ICINCO,2025,"International Conference on Informatics in Control, Automation and Robotics",,,,,,Qualis 2017-2020,,,,
ICIOT,2025,International Conference on the Internet of Things,,,,,,Qualis 2017-2020,,,,
ICIP,2025,IEEE International Conference on Image Processing,,,,,,Qualis 2017-2020,,,,
ICIRA,2025,International Conference on Intelligent Robotics and Applications,,,,,,Qualis 2017-2020,,,,
ICIS,2025,International Conference on Information Systems,,,,,,Qualis 2017-2020,,,,
ICISC,2025,International Conference on Information Security and Cryptology,,,,,,Qualis 2017-2020,,,,
ICISO,2025,International Conference on Informatics and Semiotics in Organisations,,,,,,Qualis 2017-2020,,,,
ICISS,2025,International Conference on Information Systems Security,,,,,,Qualis 2017-2020,,,,
ICIST,2025,International Conference on Information and Software Technologies,,,,,,Qualis 2017-2020,,,,
ICIT,2025,IEEE International Conference on Industrial Technology,,,,,,Qualis 2017-2020,,,,
ICITS,2025,International Conference on Information Theoretic Security,,,,,,Qualis 2017-2020,,,,
ICITST,2025,International Conference for Internet Technology and Secured Transactions,,,,,,Qualis 2017-2020,,,,
ICIVC,2025,"International Conference on Image, Vision and Computing",,,,,,Qualis 2017-2020,,,,
ICL,2025,International Conference on Interactive Collaborative Learning,,,,,,Qualis 2017-2020,,,,
ICLP,2025,International Conference on Logic Programming,,,,,,Qualis 2017-2020,,,,
ICLR,2025,International Conference on Learning Representations,,,,,,Qualis 2017-2020,,,,
ICM,2025,International Conference on Microelectronics,,,,,,Qualis 2017-2020,,,,
ICMA,2025,IEEE International Conference on Mechatronics and Automation,,,,,,Qualis 2017-2020,,,,
ICMC,2025,International Computer Music Conference,,,,,,Qualis 2017-2020,,,,
ICMCR,2025,"International Conference on Mechatronics, Control and Robotics",,,,,,Qualis 2017-2020,,,,
ICME,2025,IEEE International Conference on Multimedia and Expo,,,,,,Qualis 2017-2020,,,,
ICMEW,2025,IEEE International Conference on Multimedia and Expo Workshops,,,,,,Qualis 2017-2020,,,,
ICMI,2025,ACM International Conference on Multimodal Interfaces,,,,,,Qualis 2017-2020,,,,
ICMIS,2025,International Conference on Mathematics & Information Science,,,,,,Qualis 2017-2020,,,,
ICML,2025,International Conference on Machine Learning,,,,,,Qualis 2017-2020,,,,
ICMLA,2025,IEEE International Conference on Machine Learning and Applications,,,,,,Qualis 2017-2020,,,,
ICMLC,2025,International Conference on Machine Learning and Computing,,,,,,Qualis 2017-2020,,,,
ICMPC,2025,International Conference on Music Perception and Cognition,,,,,,Qualis 2017-2020,,,,
ICMR,2025,ACM International Conference on Multimedia Retrieval,,,,,,Qualis 2017-2020,,,,
ICN-IARIA,2025,IARIA International Conference on Networks,,,,,,Qualis 2017-2020,,,,
ICNC,2025,"International Conference on Computing, Networking and Communications",,,,,,Qualis 2017-2020,,,,
ICNC-FSKD,2025,"International Conference on Natural Computation, Fuzzy Systems and Knowledge Discovery",,,,,,Qualis 2017-2020,,,,
ICNP,2025,International Conference on Network Protocols,,,,,,Qualis 2017-2020,,,,
ICNSC,2025,"IEEE International Conference on Networking, Sensing and Control",,,,,,Qualis 2017-2020,,,,
ICOIN,2025,International Conference on Information Networking,,,,,,Qualis 2017-2020,,,,
ICOMPWC,2025,International Conference on Internet Computing and Internet of Things,,,,,,Qualis 2017-2020,,,,
ICONIP,2025,International Conference on Neural Information Processing,,,,,,Qualis 2017-2020,,,,
ICORES,2025,International Conference on Operations Research and Enterprise Systems,,,,,,Qualis 2017-2020,,,,
ICORR,2025,IEEE International Conference on Rehabilitation Robotics,,,,,,Qualis 2017-2020,,,,
ICPADS,2025,International Conference on Parallel and Distributed Systems,,,,,,Qualis 2017-2020,,,,
ICPC,2025,International Conference on Program Comprehension,,,,,,Qualis 2017-2020,,,,
ICPE,2025,International Conference on Performance Engineering,,,,,,Qualis 2017-2020,,,,
ICPME,2025,"International Conference on Philosophy, Music and Emotion",,,,,,Qualis 2017-2020,,,,
ICPP,2025,International Conference on Parallel Processing,,,,,,Qualis 2017-2020,,,,
ICPR,2025,International Conference on Pattern Recognition,,,,,,Qualis 2017-2020,,,,
ICRA,2025,IEEE International Conference on Robotics and Automation,,,,,,Qualis 2017-2020,,,,
ICRAE,2025,International Conference on Robotics and Automation Engineering,,,,,,Qualis 2017-2020,,,,
ICRC,2025,IEEE International Conference on Rebooting Computing,,,,,,Qualis 2017-2020,,,,
ICRES,2025,International Conference on Robot Ethics and Standards,,,,,,Qualis 2017-2020,,,,
ICS,2025,International Conference on Supercomputing,,,,,,Qualis 2017-2020,,,,
ICSC,2025,International Conference on Semantic Computing,,,,,,Qualis 2017-2020,,,,
ICSE,2025,International Conference on Software Engineering,,,,,,Qualis 2017-2020,,,,
ICSEA-IARIA,2025,IARIA International Conference on Software Engineering Advances,,,,,,Qualis 2017-2020,,,,
ICSESS,2025,International Conference on Software Engineering and Service Science,,,,,,Qualis 2017-2020,,,,
ICSEW,2025,International Conference on Software Engineering Workshops,,,,,,Qualis 2017-2020,,,,
ICSI,2025,International Conference on Swarm Intelligence,,,,,,Qualis 2017-2020,,,,
ICSIP,2025,IEEE International Conference on Signal and Image Processing,,,,,,Qualis 2017-2020,,,,
ICSLE,2025,International Conference on Smart Learning Environments,,,,,,Qualis 2017-2020,,,,
ICSME,2025,IEEE International Conference on Software Maintenance and Evolution,,,,,,Qualis 2017-2020,,,,
ICSOB,2025,International Conference on Software Business,,,,,,Qualis 2017-2020,,,,
ICSOC,2025,International Conference on Service Oriented Computing,,,,,,Qualis 2017-2020,,,,
ICSOFT,2025,International Conference on Software Technologies,,,,,,Qualis 2017-2020,,,,
ICSPCEC,2025,"International Conference on Signal Processing, Communication, Power and Embedded System",,,,,,Qualis 2017-2020,,,,
ICSR,2025,International Conference on Software Reuse,,,,,,Qualis 2017-2020,,,,
ICST,2025,International Conference on Sensing Technology,,,,,,Qualis 2017-2020,,,,
ICSTV,2025,"IEEE International Conference on Software Testing, Verification and Validation",,,,,,Qualis 2017-2020,,,,
ICSTW,2025,"IEEE International Conference on Software Testing, Verification and Validation Workshops",,,,,,Qualis 2017-2020,,,,
ICT,2025,International Conference on Telecommunications,,,,,,Qualis 2017-2020,,,,
ICTAC,2025,International Colloquium on Theoretical Aspects of Computing,,,,,,Qualis 2017-2020,,,,
ICTAI,2025,IEEE International Conference on Tools with Artificial Intelligence,,,,,,Qualis 2017-2020,,,,
ICTC,2025,International Conference on Information and Communication Technology Convergence,,,,,,Qualis 2017-2020,,,,
ICTCS,2025,Italian Conference on Theoretical Computer Science,,,,,,Qualis 2017-2020,,,,
ICTIR,2025,Conference on the Theory of Information Retrieval,,,,,,Qualis 2017-2020,,,,
ICTON,2025,International Conference on Transparent Optical Networks,,,,,,Qualis 2017-2020,,,,
ICTSS,2025,IFIP International Conference on Testing Software and Systems,,,,,,Qualis 2017-2020,,,,
ICUAS,2025,International Conference on Unmanned Aircraft Systems,,,,,,Qualis 2017-2020,,,,
ICUMT,2025,International Conference on Ultra Modern Telecommunications,,,,,,Qualis 2017-2020,,,,
ICVIIP,2025,International Conference on Visualization: Imaging and Image Processing,,,,,,Qualis 2017-2020,,,,
ICVR,2025,International Conference on Virtual Rehabilitation,,,,,,Qualis 2017-2020,,,,
ICVRV,2025,International Conference on Virtual Reality and Visualization,,,,,,Qualis 2017-2020,,,,
ICVS,2025,International Conference on Computer Vision Systems,,,,,,Qualis 2017-2020,,,,
ICWE,2025,International Conference on Web Engineering,,,,,,Qualis 2017-2020,,,,
ICWL,2025,International Conference on Web-Based Learning,,,,,,Qualis 2017-2020,,,,
ICWN,2025,International Conference on Wireless Networks,,,,,,Qualis 2017-2020,,,,
ICWS,2025,IEEE International Conference on Web Services,,,,,,Qualis 2017-2020,,,,
ICWSM,2025,International AAAI Conference on Web and Social Media,,,,,,Qualis 2017-2020,,,,
IDC,2025,International Symposium on Intelligent Distributed Computing,,,,,,Qualis 2017-2020,,,,
IDCS,2025,International Conference on Internet and Distributed Computing Systems,,,,,,Qualis 2017-2020,,,,
IDEAS,2025,International Database Engineering and Applications Symposium,,,,,,Qualis 2017-2020,,,,
IEAAIE,2025,International Conference on Industrial Engineering & Other Applications of Appled Intelligence Systems,,,,,,Qualis 2017-2020,,,,
IECON,2025,Annual Conference of the IEEE Industrial Electronics Society,,,,,,Qualis 2017-2020,,,,
IEEE IST,2025,IEEE International Conference on Imaging Systems and Techniques,,,,,,Qualis 2017-2020,,,,
IEEE NANO,2025,IEEE Conference on Nanotechnology,,,,,,Qualis 2017-2020,,,,
IEEE VIS,2025,IEEE Visualization,,,,,,Qualis 2017-2020,,,,
IEEECloudS,2025,IEEE Cloud Summit,,,,,,Qualis 2017-2020,,,,
IEEEISWC,2025,IEEE International Symposium on Wearable Computers,,,,,,Qualis 2017-2020,,,,
IEEENANO,2025,International Conference on Nanotechnology,,,,,,Qualis 2017-2020,,,,
IEEESCC,2025,IEEE International Conference on Services Computing,,,,,,Qualis 2017-2020,,,,
IESS,2025,IFIP International Embedded Systems Symposium,,,,,,Qualis 2017-2020,,,,
IESTEC,2025,"International Engineering, Sciences and Technology Conference",,,,,,Qualis 2017-2020,,,,
IFAC,2025,World Congress of the International Federation of Automatic Control,,,,,,Qualis 2017-2020,,,,
IFIPIoT,2025,IFIP International Internet of Things Conference,,,,,,Qualis 2017-2020,,,,
IFIPISC,2025,IFIP International Information Security Conference,,,,,,Qualis 2017-2020,,,,
IFM,2025,International Conference on Integrated Formal Methods,,,,,,Qualis 2017-2020,,,,
IFSA,2025,World Congress of International Fuzzy Systems Association,,,,,,Qualis 2017-2020,,,,
IGSC,2025,International Green and Sustainable Computing Conference,,,,,,Qualis 2017-2020,,,,
IH&MMSec,2025,ACM Workshop on Information Hiding and Multimedia Security,,,,,,Qualis 2017-2020,,,,
IHC,2025,Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais,,,,,,Qualis 2017-2020,,,,
IHM,2025,Conférence Francophone sur l’Interaction Homme-Machine,,,,,,Qualis 2017-2020,,,,
IIH-MSP,2025,International Conference on Intelligent Information Hiding and Multimedia Signal Processing,,,,,,Qualis 2017-2020,,,,
IISA,2025,"International Conference on Information, Intelligence, Systems and Applications",,,,,,Qualis 2017-2020,,,,
IISWC,2025,IEEE International Symposium on Workload Characterization,,,,,,Qualis 2017-2020,,,,
IIWAS,2025,International Conference on Information Integration and Web-based Applications & Services,,,,,,Qualis 2017-2020,,,,
IJCAI,2025,International Joint Conference on Artificial Intelligence,,,,,,Qualis 2017-2020,,,,
IJCAR,2025,International Joint Conference on Automated Reasoning,,,,,,Qualis 2017-2020,,,,
IJCCI,2025,International Joint Conference on Computational Intelligence,,,,,,Qualis 2017-2020,,,,
IJCNLP,2025,International Joint Conference on Natural Language Processing,,,,,,Qualis 2017-2020,,,,
IJCNN,2025,IEEE International Joint Conference on Neural Networks,,,,,,Qualis 2017-2020,,,,
ILA,2025,Interaction Latin America,,,,,,Qualis 2017-2020,,,,
ILP,2025,International Conference on Inductive Logic Programming,,,,,,Qualis 2017-2020,,,,
IM,2025,IFIP/IEEE International Symposium on Integrated Network Management,,,,,,Qualis 2017-2020,,,,
IMBSA,2025,International Symposium on Model-Based Safety and Assessment,,,,,,Qualis 2017-2020,,,,
IMC,2025,ACM Internet Measurement Conference,,,,,,Qualis 2017-2020,,,,
IMCOM,2025,International Conference on Ubiquitous Information Management and Communication,,,,,,Qualis 2017-2020,,,,
IMIS,2025,International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing,,,,,,Qualis 2017-2020,,,,
IMOC,2025,SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference,,,,,,Qualis 2017-2020,,,,
INCOS,2025,International Conference on Intelligent Networking and Collaborative Systems,,,,,,Qualis 2017-2020,,,,
INDIN,2025,IEEE International Conference on Industrial Informatics,,,,,,Qualis 2017-2020,,,,
INDOCRYPT,2025,International Conference on Cryptology in India,,,,,,Qualis 2017-2020,,,,
INDUSCON,2025,International Conference on Industry Applications,,,,,,Qualis 2017-2020,,,,
INFOCOM,2025,IEEE International Conference on Computer Communications,,,,,,Qualis 2017-2020,,,,
InfoVis,2025,IEEE Information Visualization,,,,,,Qualis 2017-2020,,,,
INLG,2025,International Natural Language Generation conference,,,,,,Qualis 2017-2020,,,,
INOC,2025,International Network Optimization Conference,,,,,,Qualis 2017-2020,,,,
INSCIT,2025,"International Symposium on Instrumentation Systems, Circuits and Transducers",,,,,,Qualis 2017-2020,,,,
INTECH,2025,International Conference on Innovative Computing Technology,,,,,,Qualis 2017-2020,,,,
INTELLISYS,2025,SAI Intelligent Systems Conference,,,,,,Qualis 2017-2020,,,,
INTERACT,2025,IFIP TC 13 International Conference on Human-Computer Interaction,,,,,,Qualis 2017-2020,,,,
INTERSPEECH,2025,Conference of the International Speech Communication Association,,,,,,Qualis 2017-2020,,,,
INTESA,2025,INTelligent Embedded Systems Architectures and Applications Workshop,,,,,,Qualis 2017-2020,,,,
IOLTS,2025,IEEE International On-Line Testing Symposium,,,,,,Qualis 2017-2020,,,,
IoTAAL,2025,Workshop on Internet of Things for Ambient Assisted Living,,,,,,Qualis 2017-2020,,,,
IoTBDS,2025,International Conference on Internet of Things and Big Data and Security,,,,,,Qualis 2017-2020,,,,
IOTSMS,2025,"International Conference on Internet of Things: Systems, Management and Security",,,,,,Qualis 2017-2020,,,,
IPAW,2025,International Provenance and Annotation Workshop,,,,,,Qualis 2017-2020,,,,
IPCCC,2025,"International Performance, Computing, and Communications Conference",,,,,,Qualis 2017-2020,,,,
IPCO,2025,Conference on Integer Programming and Combinatorial Optimization,,,,,,Qualis 2017-2020,,,,
IPCVWC,2025,"International Conference on Image Processing, Computer Vision, and Pattern Recognition",,,,,,Qualis 2017-2020,,,,
IPDLN,2025,International Population Data Linkage Network,,,,,,Qualis 2017-2020,,,,
IPDPS,2025,IEEE International Parallel & Distributed Processing Symposium,,,,,,Qualis 2017-2020,,,,
IPDPSW,2025,IEEE International Parallel & Distributed Processing Symposium Workshops,,,,,,Qualis 2017-2020,,,,
IPEC,2025,International Symposium on Parameterized and Exact Computation,,,,,,Qualis 2017-2020,,,,
IPMU,2025,International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems,,,,,,Qualis 2017-2020,,,,
IPSN,2025,International Conference on Information Processing in Sensor Networks,,,,,,Qualis 2017-2020,,,,
IRC,2025,IEEE International Conference on Robotic Computing,,,,,,Qualis 2017-2020,,,,
IRI,2025,IEEE International Conference on Information Reuse and Integration,,,,,,Qualis 2017-2020,,,,
IRIS,2025,IEEE International Symposium on Robotics and Intelligent Sensors,,,,,,Qualis 2017-2020,,,,
IROS,2025,IEEE/RSJ International Conference on Intelligent Robots and Systems,,,,,,Qualis 2017-2020,,,,
ISAAC,2025,International Symposium on Algorithms and Computation,,,,,,Qualis 2017-2020,,,,
ISADS,2025,International Symposium on Autonomous Decentralized Systems,,,,,,Qualis 2017-2020,,,,
ISAM,2025,IEEE International Symposium on Assembly and Manufacturing,,,,,,Qualis 2017-2020,,,,
ISAmI,2025,International Symposium on Ambient Intelligence,,,,,,Qualis 2017-2020,,,,
ISAP,2025,International Conference on Intelligent System Applications to Power Systems,,,,,,Qualis 2017-2020,,,,
ISAS,2025,International Static Analysis Symposium,,,,,,Qualis 2017-2020,,,,
ISBI,2025,IEEE International Symposium on Biomedical Imaging,,,,,,Qualis 2017-2020,,,,
ISBRA,2025,International Symposium on Bioinformatics Research and Applications,,,,,,Qualis 2017-2020,,,,
ISC,2025,International Supercomputing Conference,,,,,,Qualis 2017-2020,,,,
ISC2,2025,IEEE International Smart Cities Conference,,,,,,Qualis 2017-2020,,,,
ISCA,2025,International Symposium on Computer Architecture,,,,,,Qualis 2017-2020,,,,
ISCAS,2025,IEEE International Symposium on Circuits and Systems,,,,,,Qualis 2017-2020,,,,
ISCC,2025,International Symposium on Computers and Communications,,,,,,Qualis 2017-2020,,,,
ISCIS,2025,International Symposium on Computer and Information Sciences,,,,,,Qualis 2017-2020,,,,
ISCO,2025,International Symposium on Combinatorial Optimization,,,,,,Qualis 2017-2020,,,,
ISCRAM,2025,International Conference on Information Systems for Crisis Response and Management,,,,,,Qualis 2017-2020,,,,
ISD,2025,International Conference on Information Systems Development,,,,,,Qualis 2017-2020,,,,
ISDA,2025,International Conference on Intelligent Systems Design and Applications,,,,,,Qualis 2017-2020,,,,
ISEA,2025,International Symposium on Electronic Arts,,,,,,Qualis 2017-2020,,,,
ISeC,2025,International Conference on Information Security,,,,,,Qualis 2017-2020,,,,
ISECON,2025,Information Systems Education Conference,,,,,,Qualis 2017-2020,,,,
ISER,2025,International Symposium on Experimental Robotics,,,,,,Qualis 2017-2020,,,,
ISGT,2025,IEEE PES Innovative Smart Grid Technologies,,,,,,Qualis 2017-2020,,,,
ISGT-Europe,2025,IEEE PES Innovative Smart Grid Technologies Conference Europe,,,,,,Qualis 2017-2020,,,,
ISGT-LA,2025,IEEE PES Innovative Smart Grid Technologies Latin America,,,,,,Qualis 2017-2020,,,,
ISI,2025,IEEE International Conference on Intelligence and Security Informatics,,,,,,Qualis 2017-2020,,,,
ISIE,2025,IEEE International Symposium on Industrial Electronics,,,,,,Qualis 2017-2020,,,,
ISLPED,2025,International Symposium on Low Power Electronics and Design,,,,,,Qualis 2017-2020,,,,
ISM,2025,IEEE International Symposium on Multimedia,,,,,,Qualis 2017-2020,,,,
ISMAR,2025,IEEE International Symposium on Mixed and Augmented Reality,,,,,,Qualis 2017-2020,,,,
ISMB/ECCB,2025,Intelligent Systems for Molecular Biology / European Conference on Computational Biology,,,,,,Qualis 2017-2020,,,,
ISMCR,2025,International Symposium on Measurement and Control in Robotics,,,,,,Qualis 2017-2020,,,,
ISMEM,2025,International Symposium on Memory Management,,,,,,Qualis 2017-2020,,,,
ISMIR,2025,International Society for Music Information Retrieval Conference,,,,,,Qualis 2017-2020,,,,
ISMIS,2025,International Symposium on Methodologies for Intelligent Systems,,,,,,Qualis 2017-2020,,,,
ISMM,2025,International Symposium on Mathematical Morphology,,,,,,Qualis 2017-2020,,,,
ISMR,2025,International Symposium on Medical Robotics,,,,,,Qualis 2017-2020,,,,
ISMSI,2025,"International Conference on Intelligent Systems, Metaheuristics & Swarm Intelligence",,,,,,Qualis 2017-2020,,,,
ISMVL,2025,IEEE International Symposium on Multiple-Valued Logic,,,,,,Qualis 2017-2020,,,,
ISNN,2025,International Symposium on Neural Networks,,,,,,Qualis 2017-2020,,,,
ISOLA,2025,"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",,,,,,Qualis 2017-2020,,,,
ISORC,2025,IEEE International Symposium on RealTime Distributed Computing,,,,,,Qualis 2017-2020,,,,
ISPASS,2025,IEEE International Symposium on Performance Analysis of Systems and Software,,,,,,Qualis 2017-2020,,,,
ISPD,2025,ACM International Symposium on Physical Design,,,,,,Qualis 2017-2020,,,,
ISPDC,2025,International Symposium on Parallel and Distributed Computing,,,,,,Qualis 2017-2020,,,,
ISQED,2025,International Symposium on Quality Electronic Design,,,,,,Qualis 2017-2020,,,,
ISR,2025,IEEE International Conference on Intelligence and Safety for Robotics,,,,,,Qualis 2017-2020,,,,
ISRR,2025,International Symposium on Robotics Research,,,,,,Qualis 2017-2020,,,,
ISS,2025,ACM International Conference on Interactive Surfaces and Spaces,,,,,,Qualis 2017-2020,,,,
ISSA,2025,Information Security for South Africa,,,,,,Qualis 2017-2020,,,,
ISSCC,2025,IEEE International Solid-State Circuits Conference,,,,,,Qualis 2017-2020,,,,
ISSI,2025,International Society of Scientometrics and Informetrics Conference,,,,,,Qualis 2017-2020,,,,
ISSRE,2025,IEEE International Symposium on Software Reliability Engineering,,,,,,Qualis 2017-2020,,,,
ISSREW,2025,IEEE International Symposium on Software Reliability Engineering Workshops,,,,,,Qualis 2017-2020,,,,
ISSTA,2025,International Symposium on Software Testing and Analysis,,,,,,Qualis 2017-2020,,,,
ISTAR,2025,International i*Workshop,,,,,,Qualis 2017-2020,,,,
ISVC,2025,International Symposium on Visual Computing,,,,,,Qualis 2017-2020,,,,
ISVLSI,2025,IEEE Computer Society Annual Symposium on VLSI,,,,,,Qualis 2017-2020,,,,
ISW,2025,Information Security Conference,,,,,,Qualis 2017-2020,,,,
ISWC,2025,International Semantic Web Conference,,,,,,Qualis 2017-2020,,,,
ISWCS,2025,International Symposium on Wireless Communication Systems,,,,,,Qualis 2017-2020,,,,
ITC,2025,International Test Conference,,,,,,Qualis 2017-2020,,,,
ITCS,2025,Conference on Innovations in Theoretical Computer Science,,,,,,Qualis 2017-2020,,,,
ITDRR,2025,Information Technology in Disaster Risk Reduction,,,,,,Qualis 2017-2020,,,,
ITHET,2025,International Conference on Information Technology Based Higher Education and Training,,,,,,Qualis 2017-2020,,,,
ITICSE,2025,Conference on Innovation and Technology in Computer Science Education,,,,,,Qualis 2017-2020,,,,
ITNG,2025,International Conference on Information Technology : New Generations,,,,,,Qualis 2017-2020,,,,
ITP,2025,International Conference on Interactive Theorem Proving,,,,,,Qualis 2017-2020,,,,
ITS,2025,International Conference on Intelligent Tutoring Systems,,,,,,Qualis 2017-2020,,,,
ITSC,2025,IEEE International Conference on Intelligent Transportation Systems,,,,,,Qualis 2017-2020,,,,
ITSS,2025,Interactive Tabletops and Surfaces,,,,,,Qualis 2017-2020,,,,
IUI,2025,International Conference on Intelligent User Interfaces,,,,,,Qualis 2017-2020,,,,
IV,2025,International Conference on Information Visualization,,,,,,Qualis 2017-2020,,,,
IVA,2025,International Conference on Intelligent Virtual Agents,,,,,,Qualis 2017-2020,,,,
IVAPP,2025,International Conference on Information Visualization Theory and Applications,,,,,,Qualis 2017-2020,,,,
IWANN,2025,International Work-Conference on Artificial Neural Networks,,,,,,Qualis 2017-2020,,,,
IWBBIO,2025,International Work-Conference on Bioinformatics and Biomedical Engineering,,,,,,Qualis 2017-2020,,,,
IWBF,2025,International Workshop on Biometrics and Forensics,,,,,,Qualis 2017-2020,,,,
IWCMC,2025,International Wireless Communications and Mobile Computing Conference,,,,,,Qualis 2017-2020,,,,
IWCS,2025,International Workshop on Computational Semantics,,,,,,Qualis 2017-2020,,,,
IWCTS,2025,International Workshop on Computational Transportation Science,,,,,,Qualis 2017-2020,,,,
IWGS,2025,ACM Workshop on GeoStreaming,,,,,,Qualis 2017-2020,,,,
IWOCA,2025,International Workshop on Combinatorial Algorithms,,,,,,Qualis 2017-2020,,,,
IWOMP,2025,International Workshop on OpenMP,,,,,,Qualis 2017-2020,,,,
IWS,2025,Iberchip Workshop,,,,,,Qualis 2017-2020,,,,
IWSECO,2025,International Workshop on Software Ecosystems,,,,,,Qualis 2017-2020,,,,
IWSSIP,2025,"International Conference on Systems, Signals and Image Processing",,,,,,Qualis 2017-2020,,,,
jAUTI,2025,Iberoamerican Conference on Applications and Usability of Interactive TV,,,,,,Qualis 2017-2020,,,,
JCDL,2025,ACM/IEEE Joint Conference on Digital Libraries,,,,,,Qualis 2017-2020,,,,
JCSG,2025,Joint International Conference on Serious Games,,,,,,Qualis 2017-2020,,,,
JSSPP,2025,Workshop on Job Scheduling Strategies for Parallel Processing,,,,,,Qualis 2017-2020,,,,
JURIX,2025,International Conference on Legal Knowledge and Information Systems,,,,,,Qualis 2017-2020,,,,
KDD,2025,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,,,,,,Qualis 2017-2020,,,,
KDIR,2025,International Conference on Knowledge Discovery and Information Retrieval,,,,,,Qualis 2017-2020,,,,
KDMILE,2025,"Symposium on Knowledge Discovery, Mining and Learning",,,,,,Qualis 2017-2020,,,,
KEPS,2025,Workshop on Knowledge Engineering for Planning and Scheduling,,,,,,Qualis 2017-2020,,,,
